"author" "date" "body"
"388" "scandibaby" 2013-05-21 " beadster  we dont know that sam doesnt return for the knife once he calms down okay wishful thinking "
"389" "TheNorthRemembers" 2013-05-21 " beadster  not a blackfish wet shit "
"390" "TheNorthRemembers" 2013-05-21 " so a murder of crows and an unkindness of ravens what might be a feast for crows  "
"391" "scandibaby" 2013-05-21 " intravenousdemilo  love your user name "
"392" "scandibaby" 2013-05-21 " greenseer  ah but as a shapeshifter of sorts jaqen could become daario i dont know that that is true havent read past half of book 3 but its not impossible so dont be too judgmental about speculation "
"393" "scandibaby" 2013-05-21 " bluecalx  dont forget that jaime also killed his cousin in order to escape "
"394" "rickym1" 2013-05-21 " dazhbog  i couldnt work out the actors name that was playing daario and it ruined the scenes that he was in for me i knew it was either andy carroll the liverpool and england footballer or nicholas hoult the boy in about a boy and also skins and more recently jack and the giant slayer i cant remember my conclusion both probably "
"395" "MRONeill" 2013-05-21 " redcat21  haha  no he is not funny  funny looking arguably sure which is one of my larger gripes in the casting  i simply do not find him attractive in the least but he actually seems to take on a role of the fool in kings landing  hes easily manipulated as olyvar and twyin found out and clearly the butt of our jokes  as you said cersei was funny in their scene loras was funny in the scene by the fountain with sansa  but unintentionally so weve seen him s1 i believe win the joust against the mountain but that was because he rode a mare in heat and then the mountain hacked off his stallions headto me one of the hardest to watch scenes in the series and we saw him ride into the battle of blackwater wearing renlys armor so is he respected in westeros probably its arguable whether this glory was actually earned  but who in westeros actually deserves accolades received and who receives accolades when they are due not tyrion not jaime and yes i realize that im arguing with my own original point here one of the many reasons i love this series "
"396" "ntofr1" 2013-05-21 " 5432hun  id always liked the bit in the books that explained that wildling babies wouldnt be given a name for a couple of years it demonstrated nicely how unlikely it is for a baby to survive north of the wall in its infancy if it lasted for a couple of years there was a good bet it would survive and could be given a name "
"397" "dk4886" 2013-05-21 " anonnyscouse  daenerys was supposed to be 13 when she got married to drogo and there was plenty of sexualised nudity there "
"398" "scandibaby" 2013-05-21 " mroneill  exactly  sarah got the leech bit wrong melissandre states it is to pass a test to prove the power of the blood to davos and of course stannis "
"399" "ClearIci" 2013-05-21 " mroneill  was relieved to see the lack of french sleeves and more glad to see all references to the aforementioned sleeves disappeared french sleeves i ask you still shaking head at memory "
"400" "Cariad007" 2013-05-21 " bluedylan 21 may 2013 150pm get ciffix for firefox she really should check out online dating as she doesnt seem to be having much luck out in the world or look at whos been standing right in front of her for the last year or so but perhaps thats just me  i quite fancy iain glen "
"401" "scandibaby" 2013-05-21 " sunnyone  you can ask demi moore who underwent leech treatments on her ass "
"402" "wilsbowski" 2013-05-21 " singist  ours is the furry "
"403" "Pepa01" 2013-05-21 " dsk84  jajaja well im not that sure he is that stupid he has been raised in an environment in which he always has done as he please specially since he is king he did not need to be clever so far he did not need anything really and in the previous episode it has been clear also before that no one has take care of giving him a proper education in order to rule but im sure he has learn something about revenge from his sweet mother if nothing else johndear  is just that everyone who used these words so far seems to be dangerous and have some kind of secret melisandre jaqen he is obviously dangerous and i dont know anything about bravoos so i was wondering if there is something else but someone pointed out that it was like the winter is coming over there aryas development its been quite interesting she could have broke by now but instead seems she is using her anger to get through somehow "
